gene	FR	FS	PR	PS	Tsil	Trepl	npop	nout	mk_pval	alpha	mk_pval_fdr	dos	total_poly	total_div
TMEM132C	7	7	0	2	181.5	363	15	1	0.475	1	1	0.5	2	14
TMEM132D	4	8	1	1	286.11	572.22	15	1	1	-1	1	-0.166666666666667	2	12
TMEM132E	1	3	1	0	118.8	237.6	15	1	0.4	-Inf	1	-0.75	1	4
TMEM135	0	5	0	2	80.19	160.38	15	1	1	NA	1	0	2	5
TMEM136-1	5	2	3	0	42.9	85.8	15	1	1	-Inf	1	-0.285714285714286	3	7
TMEM136-2	5	5	3	2	74.91	149.82	15	1	1	-0.5	1	-0.1	5	10
TMEM139	2	1	0	0	52.47	104.94	15	1	1	NA	1	NA	0	3
TMEM144	4	6	0	1	107.58	215.16	15	1	1	1	1	0.4	1	10
TMEM14A	2	1	0	0	35.31	70.62	15	1	1	NA	1	NA	0	3
TMEM14C	0	1	0	1	22.11	44.22	15	1	1	NA	1	0	1	1
TMEM150A	0	1	0	1	30.03	60.06	15	1	1	NA	1	0	1	1
TMEM150C	1	8	0	0	62.7	125.4	15	1	1	NA	1	NA	0	9
TMEM151B	0	4	0	4	93.39	186.78	15	1	1	NA	1	0	4	4
TMEM154	3	6	0	0	62.04	124.08	15	1	1	NA	1	NA	0	9
TMEM156	4	4	0	0	88.77	177.54	15	1	1	NA	1	NA	0	8
TMEM161A	3	5	2	4	49.17	98.34	15	1	1	0.166666666666667	1	0.0416666666666667	6	8
TMEM161B	0	4	0	0	127.38	254.76	15	1	1	NA	1	NA	0	4
TMEM163	5	4	0	0	94.05	188.1	15	1	1	NA	1	NA	0	9
TMEM164	1	3	1	0	83.16	166.32	15	1	0.4	-Inf	1	-0.75	1	4
TMEM165	1	6	0	2	89.43	178.86	15	1	1	1	1	0.142857142857143	2	7
TMEM168	1	11	1	1	256.08	512.16	15	1	0.274725274725275	-10	1	-0.416666666666667	2	12
TMEM169	0	4	0	1	91.74	183.48	15	1	1	NA	1	0	1	4
TMEM17	4	0	1	0	53.13	106.26	15	1	1	NA	1	0	1	4
TMEM173	5	6	1	3	53.46	106.92	15	1	0.604395604395604	0.6	1	0.204545454545455	4	11
TMEM174	12	7	3	0	145.53	291.06	15	1	0.522727272727273	-Inf	1	-0.368421052631579	3	19
TMEM175	1	6	0	1	124.08	248.16	15	1	1	1	1	0.142857142857143	1	7
TMEM177	4	2	1	0	115.17	230.34	15	1	1	-Inf	1	-0.333333333333333	1	6
TMEM178B	0	2	0	1	37.95	75.9	15	1	1	NA	1	0	1	2
TMEM18	1	1	1	0	23.43	46.86	15	1	1	-Inf	1	-0.5	1	2
TMEM181	2	8	0	1	129.03	258.06	15	1	1	1	1	0.2	1	10
TMEM182L	2	5	1	1	54.78	109.56	15	1	1	-1.5	1	-0.214285714285714	2	7
TMEM184A	2	6	0	0	92.07	184.14	15	1	1	NA	1	NA	0	8
TMEM184B	1	6	0	2	97.02	194.04	15	1	1	1	1	0.142857142857143	2	7
TMEM184C	1	9	1	1	148.83	297.66	15	1	0.318181818181818	-8	1	-0.4	2	10
TMEM186	6	7	1	1	76.89	153.78	15	1	1	-0.166666666666667	1	-0.0384615384615384	2	13
TMEM189	2	2	2	0	80.85	161.7	15	1	0.466666666666667	-Inf	1	-0.5	2	4
TMEM19	1	4	0	0	101.64	203.28	15	1	1	NA	1	NA	0	5
TMEM192	2	4	0	0	80.19	160.38	15	1	1	NA	1	NA	0	6
TMEM199	1	5	0	1	18.81	37.62	15	1	1	1	1	0.166666666666667	1	6
TMEM2	4	10	1	0	336.6	673.2	15	1	0.333333333333333	-Inf	1	-0.714285714285714	1	14
TMEM200A	3	10	1	0	191.4	382.8	15	1	0.285714285714286	-Inf	1	-0.769230769230769	1	13
TMEM200C	7	6	2	0	86.46	172.92	15	1	0.485714285714286	-Inf	1	-0.461538461538462	2	13
TMEM201	1	10	0	1	179.52	359.04	15	1	1	1	1	0.0909090909090909	1	11
TMEM206	2	2	1	0	82.5	165	15	1	1	-Inf	1	-0.5	1	4
TMEM207	1	4	0	1	40.26	80.52	15	1	1	1	1	0.2	1	5
TMEM213	3	2	0	0	28.38	56.76	15	1	1	NA	1	NA	0	5
TMEM215	1	6	0	1	42.57	85.14	15	1	1	1	1	0.142857142857143	1	7
TMEM216	1	1	1	0	7.26	14.52	15	1	1	-Inf	1	-0.5	1	2
TMEM218	3	1	0	0	18.15	36.3	15	1	1	NA	1	NA	0	4
TMEM220	2	5	0	0	29.37	58.74	15	1	1	NA	1	NA	0	7
TMEM221	0	1	0	1	17.82	35.64	15	1	1	NA	1	0	1	1
TMEM222	0	4	0	2	46.2	92.4	15	1	1	NA	1	0	2	4
TMEM234	1	1	0	0	24.42	48.84	15	1	1	NA	1	NA	0	2
TMEM237	1	6	1	0	149.82	299.64	15	1	0.25	-Inf	1	-0.857142857142857	1	7
TMEM238	1	2	0	0	10.89	21.78	15	1	1	NA	1	NA	0	3
TMEM246	2	8	0	2	91.08	182.16	15	1	1	1	1	0.2	2	10
TMEM248	0	5	0	2	122.76	245.52	15	1	1	NA	1	0	2	5
TMEM252	4	1	0	0	25.08	50.16	15	1	1	NA	1	NA	0	5
TMEM254	1	1	0	0	29.7	59.4	15	1	1	NA	1	NA	0	2
TMEM255A	2	8	0	2	190.08	380.16	15	1	1	1	1	0.2	2	10
TMEM255B	2	6	1	0	99	198	15	1	0.333333333333333	-Inf	1	-0.75	1	8
TMEM259	1	10	1	4	171.27	342.54	15	1	1	-1.5	1	-0.109090909090909	5	11
TMEM26	6	3	2	0	136.95	273.9	15	1	1	-Inf	1	-0.333333333333333	2	9
TMEM260	12	12	4	2	200.64	401.28	15	1	0.656704980842912	-1	1	-0.166666666666667	6	24
TMEM263	0	2	0	0	31.68	63.36	15	1	1	NA	1	NA	0	2
TMEM266	2	5	0	0	86.79	173.58	15	1	1	NA	1	NA	0	7
TMEM267	0	2	0	0	41.25	82.5	15	1	1	NA	1	NA	0	2
TMEM268	4	6	4	4	57.09	114.18	15	1	1	-0.5	1	-0.1	8	10
TMEM269	0	2	0	2	18.48	36.96	15	1	1	NA	1	0	2	2
TMEM27	2	2	0	0	84.48	168.96	15	1	1	NA	1	NA	0	4
TMEM272	1	4	1	1	62.7	125.4	15	1	1	-3	1	-0.3	2	5
TMEM30A	1	6	1	2	90.75	181.5	15	1	1	-2	1	-0.19047619047619	3	7
TMEM30CP	6	8	0	1	194.37	388.74	15	1	1	1	1	0.428571428571429	1	14
TMEM33	0	4	0	2	64.02	128.04	15	1	1	NA	1	0	2	4
TMEM35A	1	2	1	0	48.84	97.68	15	1	1	-Inf	1	-0.666666666666667	1	3
TMEM35B	1	1	1	0	10.89	21.78	15	1	1	-Inf	1	-0.5	1	2
TMEM37	1	4	0	1	39.93	79.86	15	1	1	1	1	0.2	1	5
TMEM38A	0	2	0	0	67.98	135.96	15	1	1	NA	1	NA	0	2
TMEM39A	1	4	1	0	175.23	350.46	15	1	0.333333333333333	-Inf	1	-0.8	1	5
TMEM39B	0	7	0	1	148.83	297.66	15	1	1	NA	1	0	1	7
TMEM40L	6	3	0	0	105.6	211.2	15	1	1	NA	1	NA	0	9
TMEM41A	0	4	0	1	48.84	97.68	15	1	1	NA	1	0	1	4
TMEM41B	0	3	0	1	54.45	108.9	15	1	1	NA	1	0	1	3
TMEM42	2	9	2	4	35.97	71.94	15	1	0.584033613445378	-1.25	1	-0.151515151515151	6	11
TMEM43	4	5	2	2	121.11	242.22	15	1	1	-0.25	1	-0.0555555555555556	4	9
TMEM45A	0	4	0	0	108.9	217.8	15	1	1	NA	1	NA	0	4
TMEM45B	2	2	1	0	96.36	192.72	15	1	1	-Inf	1	-0.5	1	4
TMEM45BL	3	1	3	0	63.36	126.72	15	1	1	-Inf	1	-0.25	3	4
TMEM47	0	2	0	0	33.99	67.98	15	1	1	NA	1	NA	0	2
TMEM5	2	3	1	0	112.2	224.4	15	1	1	-Inf	1	-0.6	1	5
TMEM50B	0	6	0	1	67.32	134.64	15	1	1	NA	1	0	1	6
TMEM51	2	1	2	1	56.76	113.52	15	1	1	0	1	0	3	3
TMEM52	5	2	0	0	42.9	85.8	15	1	1	NA	1	NA	0	7
TMEM52B	3	1	0	1	42.9	85.8	15	1	0.4	1	1	0.75	1	4
TMEM53	4	7	0	1	62.7	125.4	15	1	1	1	1	0.363636363636364	1	11
TMEM56	5	3	0	0	97.35	194.7	15	1	1	NA	1	NA	0	8
TMEM61	1	2	0	1	39.6	79.2	15	1	1	1	1	0.333333333333333	1	3
TMEM62	8	8	1	3	163.02	326.04	15	1	0.591331269349845	0.666666666666667	1	0.25	4	16
TMEM63C	5	14	2	2	151.14	302.28	15	1	0.557312252964427	-1.8	1	-0.236842105263158	4	19
TMEM68	3	5	0	0	81.18	162.36	15	1	1	NA	1	NA	0	8
TMEM68L	3	3	0	1	99.33	198.66	15	1	1	1	1	0.5	1	6
TMEM70	1	6	0	1	66.33	132.66	15	1	1	1	1	0.142857142857143	1	7
TMEM72	2	4	1	0	73.92	147.84	15	1	0.428571428571428	-Inf	1	-0.666666666666667	1	6
TMEM74	2	4	0	0	92.07	184.14	15	1	1	NA	1	NA	0	6
TMEM80	2	1	0	1	43.89	87.78	15	1	1	1	1	0.666666666666667	1	3
TMEM82	4	3	2	2	42.57	85.14	15	1	1	0.25	1	0.0714285714285714	4	7
TMEM86A	0	3	0	0	56.43	112.86	15	1	1	NA	1	NA	0	3
TMEM88B	3	2	1	0	51.81	103.62	15	1	1	-Inf	1	-0.4	1	5
TMEM8C	1	4	1	1	65.34	130.68	15	1	1	-3	1	-0.3	2	5
TMEM9	0	4	0	2	38.28	76.56	15	1	1	NA	1	0	2	4
TMEM94	4	24	0	3	466.95	933.9	15	1	1	1	1	0.142857142857143	3	28
TMEM97	1	2	1	1	38.61	77.22	15	1	1	-1	1	-0.166666666666667	2	3
TMEM98	1	4	1	0	37.95	75.9	15	1	0.333333333333333	-Inf	1	-0.8	1	5
TMEM9B	0	4	0	1	43.56	87.12	15	1	1	NA	1	0	1	4
TMF1	8	15	1	1	337.59	675.18	15	1	1	-0.875	1	-0.152173913043478	2	23
TMIE	0	3	0	1	48.51	97.02	15	1	1	NA	1	0	1	3
TMIGD1	3	4	2	3	68.64	137.28	15	1	1	0.111111111111111	1	0.0285714285714285	5	7
TMLHE	1	6	0	2	109.89	219.78	15	1	1	1	1	0.142857142857143	2	7
TMOD1	2	2	1	0	77.22	154.44	15	1	1	-Inf	1	-0.5	1	4
TMOD2	2	4	0	1	116.82	233.64	15	1	1	1	1	0.333333333333333	1	6
TMOD3	0	8	0	1	117.48	234.96	15	1	1	NA	1	0	1	8
TMPO	3	3	1	1	119.79	239.58	15	1	1	0	1	0	2	6
TMPRSS11D	1	3	0	0	111.87	223.74	15	1	1	NA	1	NA	0	4
TMPRSS11F	6	7	0	0	161.7	323.4	15	1	1	NA	1	NA	0	13
TMPRSS12	9	6	0	1	135.3	270.6	15	1	0.4375	1	1	0.6	1	15
TMPRSS13	0	8	0	3	66.66	133.32	15	1	1	NA	1	0	3	8
TMPRSS15	9	11	0	0	215.16	430.32	15	1	1	NA	1	NA	0	20
TMPRSS2	9	7	2	0	156.09	312.18	15	1	0.496732026143791	-Inf	1	-0.4375	2	16
TMPRSS3	2	10	1	4	136.29	272.58	15	1	1	-0.25	1	-0.0333333333333334	5	12
TMPRSS4	7	1	2	1	52.47	104.94	15	1	0.490909090909091	0.714285714285714	1	0.208333333333333	3	8
TMPRSS5	6	5	3	5	44.22	88.44	15	1	0.649916646820672	0.5	1	0.170454545454545	8	11
TMPRSS6	1	7	0	0	209.22	418.44	15	1	1	NA	1	NA	0	8
TMPRSS7	7	11	1	0	234.96	469.92	15	1	0.421052631578948	-Inf	1	-0.611111111111111	1	18
TMPRSS9	12	19	3	3	326.37	652.74	15	1	0.669614467408585	-0.583333333333333	1	-0.112903225806452	6	31
TMTC1	3	2	2	2	111.54	223.08	15	1	1	0.333333333333333	1	0.1	4	5
TMTC2	0	4	0	0	145.86	291.72	15	1	1	NA	1	NA	0	4
TMTC4	1	3	1	0	193.38	386.76	15	1	0.4	-Inf	1	-0.75	1	4
TMX1	0	11	0	2	45.87	91.74	15	1	1	NA	1	0	2	11
TMX3	1	1	0	0	111.21	222.42	15	1	1	NA	1	NA	0	2
TMX4	2	5	0	0	67.32	134.64	15	1	1	NA	1	NA	0	7
TNC	11	25	5	3	557.04	1114.08	15	1	0.117235112697393	-2.78787878787879	1	-0.319444444444444	8	36
TNFAIP1	0	3	0	0	94.05	188.1	15	1	1	NA	1	NA	0	3
TNFAIP2	5	12	1	2	198.99	397.98	15	1	1	-0.2	1	-0.0392156862745098	3	17
TNFAIP3	3	17	1	3	268.29	536.58	15	1	0.544042913608131	-0.888888888888889	1	-0.1	4	20
TNFAIP6	2	4	0	2	72.27	144.54	15	1	1	1	1	0.333333333333333	2	6
TNFAIP8L1	0	3	0	0	46.2	92.4	15	1	1	NA	1	NA	0	3
TNFAIP8L3	0	2	0	0	57.09	114.18	15	1	1	NA	1	NA	0	2
TNFRSF11A	9	14	2	3	194.04	388.08	15	1	1	-0.037037037037037	1	-0.00869565217391305	5	23
TNFRSF11B	1	2	1	1	115.83	231.66	15	1	1	-1	1	-0.166666666666667	2	3
TNFRSF13B	1	5	0	0	35.64	71.28	15	1	1	NA	1	NA	0	6
TNFRSF13C	4	1	2	0	20.79	41.58	15	1	1	-Inf	1	-0.2	2	5
TNFRSF18	3	1	0	1	61.38	122.76	15	1	0.4	1	1	0.75	1	4
TNFRSF19	4	1	3	0	132.66	265.32	15	1	1	-Inf	1	-0.2	3	5
TNFRSF1A	3	3	2	0	79.86	159.72	15	1	0.464285714285714	-Inf	1	-0.5	2	6
TNFRSF1B	1	7	0	1	139.59	279.18	15	1	1	1	1	0.125	1	8
TNFRSF21	5	8	2	1	158.07	316.14	15	1	0.55	-2.2	1	-0.282051282051282	3	13
TNFRSF25	3	11	0	0	78.54	157.08	15	1	1	NA	1	NA	0	14
TNFRSF4	10	7	2	2	116.82	233.64	15	1	1	0.3	1	0.0882352941176471	4	17
TNFRSF8	14	9	1	2	264.33	528.66	15	1	0.555769230769231	0.678571428571429	1	0.27536231884058	3	23
TNFRSF9	2	1	0	0	50.49	100.98	15	1	1	NA	1	NA	0	3
TNFSF10	4	6	0	1	76.89	153.78	15	1	1	1	1	0.4	1	10
TNFSF13B	4	3	0	0	97.02	194.04	15	1	1	NA	1	NA	0	7
TNFSF15	2	2	0	0	69.3	138.6	15	1	1	NA	1	NA	0	4
TNFSF4	9	4	0	0	73.92	147.84	15	1	1	NA	1	NA	0	13
TNFSF8	3	2	0	0	87.12	174.24	15	1	1	NA	1	NA	0	5
TNIK	3	11	0	4	397.98	795.96	15	1	1	1	1	0.214285714285714	4	14
TNIP1	2	2	2	1	89.1	178.2	15	1	1	-1	1	-0.166666666666667	3	4
TNIP2	2	5	0	0	136.62	273.24	15	1	1	NA	1	NA	0	7
TNIP3	9	4	1	0	129.03	258.06	15	1	1	-Inf	1	-0.307692307692308	1	13
TNK2	1	4	1	3	95.7	191.4	15	1	1	-0.333333333333333	1	-0.05	4	5
TNKS2	2	9	1	0	377.19	754.38	15	1	0.25	-Inf	1	-0.818181818181818	1	11
TNMD	6	3	0	0	97.35	194.7	15	1	1	NA	1	NA	0	9
TNN	19	19	4	5	345.18	690.36	15	1	1	0.2	1	0.0555555555555556	9	38
TNNC1	0	3	0	1	58.08	116.16	15	1	1	NA	1	0	1	3
TNNC2	0	1	0	1	37.62	75.24	15	1	1	NA	1	0	1	1
TNNI1	1	4	1	2	23.76	47.52	15	1	1	-1	1	-0.133333333333333	3	5
TNNI2	0	3	0	0	42.57	85.14	15	1	1	NA	1	NA	0	3
TNNI3K	5	10	2	0	216.48	432.96	15	1	0.154411764705882	-Inf	1	-0.666666666666667	2	15
TNNT2	1	2	0	0	72.27	144.54	15	1	1	NA	1	NA	0	3
TNNT3	0	3	0	1	88.77	177.54	15	1	1	NA	1	0	1	3
TNPO2	0	7	0	1	195.03	390.06	15	1	1	NA	1	0	1	7
TNR	4	22	1	6	359.37	718.74	15	1	1	0.0833333333333334	1	0.010989010989011	7	26
TNRC18	9	34	3	8	600.93	1201.86	15	1	0.692561821591546	-0.416666666666667	1	-0.0634249471458773	11	43
TNRC6A	2	12	1	1	525.36	1050.72	15	1	0.35	-5	1	-0.357142857142857	2	14
TNRC6B	5	11	3	4	534.6	1069.2	15	1	0.657019787319962	-0.65	1	-0.116071428571429	7	16
TNRC6C	3	10	3	3	563.64	1127.28	15	1	0.320101724900487	-2.33333333333333	1	-0.269230769230769	6	13
TNS1	7	10	4	7	162.36	324.72	15	1	1	0.183673469387755	1	0.0481283422459893	11	17
TNS3	23	18	4	1	514.14	1028.28	15	1	0.386984097803107	-2.1304347826087	1	-0.239024390243902	5	41
TNS4	5	4	1	2	101.31	202.62	15	1	1	0.6	1	0.222222222222222	3	9
TNX	15	19	6	11	214.5	429	15	1	0.763481280624448	0.309090909090909	1	0.088235294117647	17	34
TNXB	1	5	0	0	51.15	102.3	15	1	1	NA	1	NA	0	6
TOB2	1	3	1	1	39.27	78.54	15	1	1	-2	1	-0.25	2	4
TOE1	8	10	3	2	133.32	266.64	15	1	0.64040536122916	-0.875	1	-0.155555555555556	5	18
TOLLIP	1	2	1	1	74.91	149.82	15	1	1	-1	1	-0.166666666666667	2	3
TOM1	1	11	1	2	160.38	320.76	15	1	0.371428571428571	-4.5	1	-0.25	3	12
TOM1L1	2	4	0	0	95.7	191.4	15	1	1	NA	1	NA	0	6
TOM1L2	0	8	0	0	163.68	327.36	15	1	1	NA	1	NA	0	8
TOMM34	1	1	0	0	58.41	116.82	15	1	1	NA	1	NA	0	2
TOMM70	6	8	1	2	231.33	462.66	15	1	1	0.333333333333333	1	0.0952380952380952	3	14
TOP1	1	4	0	1	249.81	499.62	15	1	1	1	1	0.2	1	5
TOP1MT	11	16	4	7	198.33	396.66	15	1	1	0.168831168831169	1	0.0437710437710437	11	27
TOP2A	3	20	0	4	368.61	737.22	15	1	1	1	1	0.130434782608696	4	23
TOP3A	7	23	3	6	272.91	545.82	15	1	0.668569680054749	-0.642857142857143	1	-0.1	9	30
TOP3B	1	15	0	3	283.14	566.28	15	1	1	1	1	0.0625	3	16
TOPAZ1	55	37	8	8	656.37	1312.74	15	1	0.584472780034325	0.327272727272727	1	0.0978260869565217	16	92
TOPBP1	13	22	5	3	377.19	754.38	15	1	0.247220885576559	-1.82051282051282	1	-0.253571428571429	8	35
TOR1A	0	5	0	1	80.85	161.7	15	1	1	NA	1	0	1	5
TOR1AIP1	3	7	2	3	101.64	203.28	15	1	1	-0.555555555555556	1	-0.1	5	10
TOR1AIP2	14	13	2	1	128.7	257.4	15	1	1	-0.857142857142857	1	-0.148148148148148	3	27
TOR1BL	3	5	2	0	111.21	222.42	15	1	0.444444444444445	-Inf	1	-0.625	2	8
TOR3A	2	4	1	1	85.14	170.28	15	1	1	-1	1	-0.166666666666667	2	6
TOR4A	2	6	0	1	131.34	262.68	15	1	1	1	1	0.25	1	8
TOX	3	7	0	2	123.75	247.5	15	1	1	1	1	0.3	2	10
TOX2	3	6	1	4	115.5	231	15	1	1	0.5	1	0.133333333333333	5	9
TOX3	0	6	0	0	176.88	353.76	15	1	1	NA	1	NA	0	6
TP53BP1	49	30	2	5	718.08	1436.16	15	1	0.115236075074863	0.755102040816326	1	0.334538878842676	7	79
TP53BP2	6	12	3	3	347.49	694.98	15	1	0.63490742666944	-1	1	-0.166666666666667	6	18
TP53I11	1	4	1	3	51.81	103.62	15	1	1	-0.333333333333333	1	-0.05	4	5
TP53I3	2	9	1	2	132.66	265.32	15	1	1	-1.25	1	-0.151515151515151	3	11
TP53INP1	0	3	0	2	58.74	117.48	15	1	1	NA	1	0	2	3
TP53INP2	1	5	1	1	43.89	87.78	15	1	0.464285714285714	-4	1	-0.333333333333333	2	6
TP53RK	0	2	0	0	46.2	92.4	15	1	1	NA	1	NA	0	2
TP53TG5	2	1	0	0	40.59	81.18	15	1	1	NA	1	NA	0	3
TP63	1	13	0	2	206.58	413.16	15	1	1	1	1	0.0714285714285714	2	14
TP73	2	9	0	4	147.84	295.68	15	1	1	1	1	0.181818181818182	4	11
TPBG	1	5	0	0	58.41	116.82	15	1	1	NA	1	NA	0	6
TPBGL	1	0	1	0	10.23	20.46	15	1	1	NA	1	0	1	1
TPCN1	1	8	1	4	235.29	470.58	15	1	1	-1	1	-0.0888888888888889	5	9
TPCN2	4	6	1	0	223.08	446.16	15	1	0.454545454545455	-Inf	1	-0.6	1	10
TPCN3	5	5	1	0	231.33	462.66	15	1	1	-Inf	1	-0.5	1	10
TPD52	1	1	1	0	52.8	105.6	15	1	1	-Inf	1	-0.5	1	2
TPD52L1	0	2	0	0	48.18	96.36	15	1	1	NA	1	NA	0	2
TPD52L2	0	3	0	0	50.82	101.64	15	1	1	NA	1	NA	0	3
TPGS2	0	2	0	0	89.76	179.52	15	1	1	NA	1	NA	0	2
TPH1	4	13	1	3	184.14	368.28	15	1	1	-0.0833333333333333	1	-0.0147058823529412	4	17
TPH2	0	4	0	0	81.51	163.02	15	1	1	NA	1	NA	0	4
TPI1	0	7	0	0	91.74	183.48	15	1	1	NA	1	NA	0	7
TPK1	9	6	1	0	75.24	150.48	15	1	1	-Inf	1	-0.4	1	15
TPM1	0	1	0	1	54.45	108.9	15	1	1	NA	1	0	1	1
TPM4	0	2	0	1	76.56	153.12	15	1	1	NA	1	0	1	2
TPMT	2	2	0	0	76.23	152.46	15	1	1	NA	1	NA	0	4
TPO	13	14	0	3	270.27	540.54	15	1	0.237931034482759	1	1	0.481481481481481	3	27
TPP1	6	10	0	1	99	198	15	1	1	1	1	0.375	1	16
TPP2	0	13	0	0	410.52	821.04	15	1	1	NA	1	NA	0	13
TPPP2	1	2	1	0	57.09	114.18	15	1	1	-Inf	1	-0.666666666666667	1	3
TPPP3	0	2	0	1	22.11	44.22	15	1	1	NA	1	0	1	2
TPR	5	35	1	6	674.52	1349.04	15	1	1	-0.166666666666667	1	-0.0178571428571428	7	40
TPRA1	1	7	0	0	118.47	236.94	15	1	1	NA	1	NA	0	8
TPRG1L	0	5	0	1	56.1	112.2	15	1	1	NA	1	0	1	5
TPRKB	0	3	0	2	29.04	58.08	15	1	1	NA	1	0	2	3
TPST1	0	6	0	1	159.39	318.78	15	1	1	NA	1	0	1	6
TPST2	1	13	0	5	83.49	166.98	15	1	1	1	1	0.0714285714285714	5	14
TPTE2	7	15	0	3	192.06	384.12	15	1	0.534347826086957	1	1	0.318181818181818	3	22
TPX2	9	13	1	2	300.63	601.26	15	1	1	0.277777777777778	1	0.0757575757575758	3	22
TRA2B	0	2	0	0	78.21	156.42	15	1	1	NA	1	NA	0	2
TRABD	1	3	0	0	132.99	265.98	15	1	1	NA	1	NA	0	4
TRABD2A-TRABD2B	3	2	1	0	112.86	225.72	15	1	1	-Inf	1	-0.4	1	5
TRADD	5	5	1	1	104.61	209.22	15	1	1	0	1	0	2	10
TRAF1	4	8	0	0	217.47	434.94	15	1	1	NA	1	NA	0	12
TRAF2	1	4	0	0	140.58	281.16	15	1	1	NA	1	NA	0	5
TRAF3	0	5	0	1	217.8	435.6	15	1	1	NA	1	0	1	5
TRAF3IP1	2	5	1	0	111.54	223.08	15	1	0.375	-Inf	1	-0.714285714285714	1	7
TRAF3IP2	8	2	2	0	165.33	330.66	15	1	1	-Inf	1	-0.2	2	10
TRAF3IP3	3	9	1	0	102.63	205.26	15	1	0.307692307692308	-Inf	1	-0.75	1	12
TRAF5	1	10	0	4	211.53	423.06	15	1	1	1	1	0.0909090909090909	4	11
TRAF6	2	7	1	5	159.06	318.12	15	1	1	0.3	1	0.0555555555555556	6	9
TRAF7	0	9	0	2	165.66	331.32	15	1	1	NA	1	0	2	9
TRAFD1	7	11	1	3	144.87	289.74	15	1	1	0.476190476190476	1	0.138888888888889	4	18
TRAK2	12	7	2	0	204.6	409.2	15	1	0.533333333333333	-Inf	1	-0.368421052631579	2	19
TRAM1	0	2	0	1	79.2	158.4	15	1	1	NA	1	0	1	2
TRAM2	0	4	0	1	88.11	176.22	15	1	1	NA	1	0	1	4
TRANK1	46	43	2	0	843.15	1686.3	15	1	0.495970695970696	-Inf	1	-0.48314606741573	2	89
TRAPPC10	4	16	0	3	434.28	868.56	15	1	1	1	1	0.2	3	20
TRAPPC12	9	7	1	0	247.83	495.66	15	1	1	-Inf	1	-0.4375	1	16
TRAPPC2L	1	3	1	0	23.1	46.2	15	1	0.4	-Inf	1	-0.75	1	4
TRAPPC8	5	19	2	3	434.61	869.22	15	1	0.568818155025051	-1.53333333333333	1	-0.191666666666667	5	24
TRAPPC9	5	21	1	2	232.65	465.3	15	1	0.515325670498084	-1.1	1	-0.141025641025641	3	26
TRDMT1	7	4	0	2	136.95	273.9	15	1	0.192307692307692	1	1	0.636363636363636	2	11
TRDNL	12	1	2	0	70.95	141.9	15	1	1	-Inf	1	-0.0769230769230769	2	13
TREM-B1	18	10	3	2	196.68	393.36	15	1	1	0.166666666666667	1	0.0428571428571429	5	28
TRERF1	7	17	3	2	348.48	696.96	15	1	0.306429202980927	-2.64285714285714	1	-0.308333333333333	5	24
TRH	1	1	0	0	74.25	148.5	15	1	1	NA	1	NA	0	2
TRHDE	1	3	1	0	164.67	329.34	15	1	0.4	-Inf	1	-0.75	1	4
TRHR	5	4	2	0	161.7	323.4	15	1	0.490909090909091	-Inf	1	-0.444444444444444	2	9
TRIL	3	15	0	1	114.84	229.68	15	1	1	1	1	0.166666666666667	1	18
TRIM10	5	6	1	1	74.25	148.5	15	1	1	-0.2	1	-0.0454545454545455	2	11
TRIM13	5	8	1	2	150.81	301.62	15	1	1	0.2	1	0.0512820512820513	3	13
TRIM23	1	5	0	0	130.35	260.7	15	1	1	NA	1	NA	0	6
TRIM24	5	9	1	0	297.99	595.98	15	1	0.4	-Inf	1	-0.642857142857143	1	14
TRIM25	6	7	0	0	179.85	359.7	15	1	1	NA	1	NA	0	13
TRIM27.1	2	4	1	1	89.1	178.2	15	1	1	-1	1	-0.166666666666667	2	6
TRIM27.2	3	8	0	1	91.74	183.48	15	1	1	1	1	0.272727272727273	1	11
TRIM29	1	4	1	0	149.16	298.32	15	1	0.333333333333333	-Inf	1	-0.8	1	5
TRIM3	1	8	0	1	98.67	197.34	15	1	1	1	1	0.111111111111111	1	9
TRIM32	1	7	1	1	129.36	258.72	15	1	0.377777777777778	-6	1	-0.375	2	8
TRIM35	1	2	0	1	51.15	102.3	15	1	1	1	1	0.333333333333333	1	3
TRIM36	0	4	0	0	166.32	332.64	15	1	1	NA	1	NA	0	4
TRIM37	5	7	2	2	320.43	640.86	15	1	1	-0.4	1	-0.0833333333333333	4	12
TRIM39.1	3	0	1	0	35.97	71.94	15	1	1	NA	1	0	1	3
TRIM39.2	4	5	3	2	80.19	160.38	15	1	1	-0.875	1	-0.155555555555556	5	9
TRIM41	0	3	0	1	46.86	93.72	15	1	1	NA	1	0	1	3
TRIM42	10	15	3	1	230.67	461.34	15	1	0.299397920087575	-3.5	1	-0.35	4	25
TRIM45	5	7	1	2	141.24	282.48	15	1	1	0.3	1	0.0833333333333334	3	12
TRIM47	2	2	0	0	72.93	145.86	15	1	1	NA	1	NA	0	4
TRIM50	1	5	1	0	83.82	167.64	15	1	0.285714285714286	-Inf	1	-0.833333333333333	1	6
TRIM58	2	7	0	0	95.37	190.74	15	1	1	NA	1	NA	0	9
TRIM59	4	10	1	1	99	198	15	1	1	-1.5	1	-0.214285714285714	2	14
TRIM62	0	1	0	1	28.38	56.76	15	1	1	NA	1	0	1	1
TRIM63	1	0	1	0	35.31	70.62	15	1	1	NA	1	0	1	1
