gene	FR	FS	PR	PS	Tsil	Trepl	npop	nout
RBBP4	0	0	2	3	416.46000000000004	832.9200000000001	15	2
RBBP5	0	0	5	12	767.25	1534.5	15	2
RBBP6	0	0	6	2	1812.69	3625.38	15	2
RBBP8NL	0	0	6	11	675.1800000000001	1350.3600000000001	15	2
RBFOX3	0	0	0	5	322.74	645.48	15	2
RBL1	0	0	5	1	1002.21	2004.42	15	2
RBL2	0	0	9	4	1054.02	2108.04	15	2
RBM12	0	0	0	6	872.19	1744.38	15	2
RBM15	0	0	1	7	786.72	1573.44	15	2
RBM18	0	0	1	4	153.12	306.24	15	2
RBM19	0	0	7	5	947.4300000000001	1894.8600000000001	15	2
RBM20	0	0	5	10	1176.1200000000001	2352.2400000000002	15	2
RBM22	0	0	0	6	416.79	833.58	15	2
RBM25	0	0	1	4	887.7	1775.4	15	2
RBM27	0	0	5	3	979.11	1958.22	15	2
RBM41	0	0	5	5	396.99	793.98	15	2
RBM43	0	0	2	3	365.31	730.62	15	2
RBM44	0	0	8	5	990.99	1981.98	15	2
RBM47	0	0	4	16	593.01	1186.02	15	2
RBM5	0	0	1	6	898.26	1796.52	15	2
RBM7	0	0	1	1	271.59000000000003	543.1800000000001	15	2
RBMS2	0	0	1	1	224.73000000000002	449.46000000000004	15	2
RBMX	0	0	1	1	377.19	754.38	15	2
RBMX2	0	0	2	1	528	1056	15	2
RBP	0	0	0	2	236.61	473.22	15	2
RBP1	0	0	3	1	133.65	267.3	15	2
RBP14L	0	0	3	12	255.42000000000002	510.84000000000003	15	2
RBP3	0	0	12	2	1174.8	2349.6	15	2
RBP4	0	0	0	3	168.96	337.92	15	2
RBP7	0	0	0	2	133.65	267.3	15	2
RBPJL	0	0	5	6	481.8	963.6	15	2
RBPMS	0	0	0	5	173.25	346.5	15	2
RBSN	0	0	2	0	767.25	1534.5	15	2
RC3H1	0	0	1	6	1112.76	2225.52	15	2
RC3H2	0	0	2	6	1180.0800000000002	2360.1600000000003	15	2
RCC1	0	0	3	12	417.78000000000003	835.5600000000001	15	2
RCC1L	0	0	2	7	449.46000000000004	898.9200000000001	15	2
RCC2	0	0	2	7	442.86	885.72	15	2
RCCD1	0	0	3	3	268.62	537.24	15	2
RCL1	0	0	1	1	353.43	706.86	15	2
RCN1L	0	0	2	3	304.26	608.52	15	2
RCN2	0	0	0	2	275.88	551.76	15	2
RCOR1	0	0	0	2	453.42	906.84	15	2
RD3L	0	0	1	1	197.01000000000002	394.02000000000004	15	2
RDH12	0	0	2	0	321.09000000000003	642.1800000000001	15	2
RDH16	0	0	3	3	317.79	635.58	15	2
RDH8	0	0	8	2	1005.84	2011.68	15	2
RDM1	0	0	3	1	278.19	556.38	15	2
REC114	0	0	2	2	236.61	473.22	15	2
RECQL5	0	0	5	9	1066.23	2132.46	15	2
REEP1-REEP4	0	0	1	2	213.84	427.68	15	2
REEP3	0	0	2	0	244.86	489.72	15	2
REEP6	0	0	3	3	176.88	353.76	15	2
REG4	0	0	0	4	157.41	314.82	15	2
RELL1	0	0	2	2	262.02000000000004	524.0400000000001	15	2
REM1	0	0	4	1	291.06	582.12	15	2
REN	0	0	2	16	404.91	809.82	15	2
RERE	0	0	7	16	1560.24	3120.48	15	2
REST	0	0	3	4	886.0500000000001	1772.1000000000001	15	2
RET	0	0	1	4	1125.63	2251.26	15	2
REXO1	0	0	5	5	1179.0900000000001	2358.1800000000003	15	2
REXO4	0	0	3	4	396	792	15	2
REXO5	0	0	3	5	769.5600000000001	1539.1200000000001	15	2
RFC1	0	0	5	8	1114.41	2228.82	15	2
RFC2	0	0	3	6	348.81	697.62	15	2
RFC4	0	0	1	1	359.37	718.74	15	2
RFC5	0	0	0	3	320.76	641.52	15	2
RFFL	0	0	5	7	398.97	797.94	15	2
RFLNB	0	0	0	3	196.35000000000002	392.70000000000005	15	2
RFT1	0	0	4	7	534.6	1069.2	15	2
RFTN2	0	0	2	6	627.6600000000001	1255.3200000000002	15	2
RFX3	0	0	2	0	684.75	1369.5	15	2
RFX7	0	0	5	5	1364.88	2729.76	15	2
RFXANK	0	0	2	6	259.38	518.76	15	2
RGI3L1	0	0	22	32	1221	2442	15	2
RGL1	0	0	6	9	779.46	1558.92	15	2
RGMA	0	0	1	4	446.49	892.98	15	2
RGMB	0	0	2	1	319.77000000000004	639.5400000000001	15	2
RGP1	0	0	1	4	358.71000000000004	717.4200000000001	15	2
RGS1	0	0	3	4	198	396	15	2
RGS10	0	0	0	2	176.88	353.76	15	2
RGS12	0	0	3	4	1519.65	3039.3	15	2
RGS14	0	0	2	10	563.3100000000001	1126.6200000000001	15	2
RGS16	0	0	0	2	201.96	403.92	15	2
RGS19	0	0	0	4	198	396	15	2
RGS2	0	0	2	1	210.87	421.74	15	2
RGS3	0	0	13	17	1014.75	2029.5	15	2
RGS4	0	0	3	7	207.9	415.8	15	2
RGS6	0	0	1	4	467.28000000000003	934.5600000000001	15	2
RGS7BP	0	0	2	3	341.88	683.76	15	2
RGS9	0	0	5	5	646.47	1292.94	15	2
RGSL1	0	0	11	18	1093.95	2187.9	15	2
RHBDD1	0	0	5	3	315.81	631.62	15	2
RHBDD2	0	0	0	4	182.49	364.98	15	2
RHBDF2	0	0	2	18	820.71	1641.42	15	2
RHBDL3	0	0	1	3	366.3	732.6	15	2
RHBG	0	0	5	9	409.53000000000003	819.0600000000001	15	2
RHCG	0	0	1	6	463.32000000000005	926.6400000000001	15	2
RHO	0	0	0	3	348.48	696.96	15	2
RHOBTB1	0	0	1	1	689.0400000000001	1378.0800000000002	15	2
RHOBTB2	0	0	1	13	752.4000000000001	1504.8000000000002	15	2
RHOD	0	0	3	4	203.94	407.88	15	2
RHOF	0	0	1	2	205.92000000000002	411.84000000000003	15	2
RHOH	0	0	1	2	190.08	380.16	15	2
RHOT1	0	0	2	3	626.6700000000001	1253.3400000000001	15	2
RHPN2	0	0	2	2	677.1600000000001	1354.3200000000002	15	2
RIC1	0	0	3	5	1497.54	2995.08	15	2
RIC3	0	0	4	2	366.63	733.26	15	2
RIC8A	0	0	2	8	534.6	1069.2	15	2
RICTOR	0	0	4	3	1689.27	3378.54	15	2
RIF1	0	0	22	26	2237.73	4475.46	15	2
RILP	0	0	11	8	405.90000000000003	811.8000000000001	15	2
RILPL1	0	0	0	2	397.98	795.96	15	2
RILPL2	0	0	1	1	210.87	421.74	15	2
RIMBP2	0	0	4	11	1495.89	2991.78	15	2
RIMS3	0	0	1	4	306.90000000000003	613.8000000000001	15	2
RIMS4	0	0	2	2	268.29	536.58	15	2
RIN3	0	0	4	3	967.5600000000001	1935.1200000000001	15	2
RIOK2	0	0	4	4	537.24	1074.48	15	2
RIPK3	0	0	3	2	459.36	918.72	15	2
RLBP1	0	0	2	4	313.83000000000004	627.6600000000001	15	2
RLF	0	0	4	6	1959.5400000000002	3919.0800000000004	15	2
RLN3	0	0	1	2	165.33	330.66	15	2
RLTPR	0	0	25	23	1384.68	2769.36	15	2
RMDN3	0	0	1	2	449.46000000000004	898.9200000000001	15	2
RMI1	0	0	2	1	613.8000000000001	1227.6000000000001	15	2
RMI2	0	0	1	1	138.6	277.2	15	2
RMND5A	0	0	1	6	341.22	682.44	15	2
RNASEL	0	0	14	8	716.1	1432.2	15	2
RND1	0	0	5	0	114.51	229.02	15	2
RND2	0	0	1	2	215.49	430.98	15	2
RND3	0	0	0	3	242.55	485.1	15	2
RNF103	0	0	1	3	680.13	1360.26	15	2
RNF111	0	0	2	8	976.1400000000001	1952.2800000000002	15	2
RNF113A	0	0	2	3	323.73	647.46	15	2
RNF114	0	0	0	2	229.68	459.36	15	2
RNF122	0	0	1	1	151.14000000000001	302.28000000000003	15	2
RNF126	0	0	0	3	225.72	451.44	15	2
RNF128	0	0	2	3	391.71000000000004	783.4200000000001	15	2
RNF130	0	0	0	5	468.27000000000004	936.5400000000001	15	2
RNF14	0	0	0	6	470.25	940.5	15	2
RNF141	0	0	0	2	240.57000000000002	481.14000000000004	15	2
RNF145	0	0	4	6	703.23	1406.46	15	2
RNF150	0	0	0	2	267.3	534.6	15	2
RNF157	0	0	7	15	650.76	1301.52	15	2
RNF165	0	0	2	3	408.54	817.08	15	2
RNF166	0	0	1	2	252.45000000000002	504.90000000000003	15	2
RNF168	0	0	6	1	604.89	1209.78	15	2
RNF180	0	0	2	0	96.03	192.06	15	2
RNF186	0	0	1	2	336.6	673.2	15	2
RNF19B	0	0	0	8	565.2900000000001	1130.5800000000002	15	2
RNF2	0	0	2	2	362.34000000000003	724.6800000000001	15	2
RNF20	0	0	9	10	951.72	1903.44	15	2
RNF207	0	0	2	5	639.5400000000001	1279.0800000000002	15	2
RNF213	0	0	35	46	5546.97	11093.94	15	2
RNF214	0	0	0	3	550.11	1100.22	15	2
RNF216	0	0	9	16	948.4200000000001	1896.8400000000001	15	2
RNF220	0	0	2	3	401.94	803.88	15	2
RNF222	0	0	2	3	212.85000000000002	425.70000000000005	15	2
RNF223	0	0	8	5	431.64000000000004	863.2800000000001	15	2
RNF25	0	0	3	12	485.1	970.2	15	2
RNF26	0	0	9	8	436.59000000000003	873.1800000000001	15	2
RNF34	0	0	2	1	349.47	698.94	15	2
RNF38	0	0	2	3	477.18	954.36	15	2
RNF41	0	0	0	3	314.82	629.64	15	2
RNF43	0	0	5	7	825.6600000000001	1651.3200000000002	15	2
RNFT1	0	0	2	2	386.1	772.2	15	2
RNFT2	0	0	3	5	542.85	1085.7	15	2
RNH1	0	0	1	5	452.43	904.86	15	2
RNPC3	0	0	2	3	447.48	894.96	15	2
RNPEP	0	0	4	10	520.74	1041.48	15	2
RNPEPL1	0	0	2	5	754.0500000000001	1508.1000000000001	15	2
RNPS1	0	0	1	8	331.65000000000003	663.3000000000001	15	2
ROBO3	0	0	7	8	813.45	1626.9	15	2
ROBO4	0	0	11	8	1071.8400000000001	2143.6800000000003	15	2
ROM1	0	0	3	1	361.35	722.7	15	2
ROR1	0	0	1	7	888.0300000000001	1776.0600000000002	15	2
RP11-762I7.5	0	0	4	4	271.92	543.84	15	2
RPA1	0	0	0	5	608.85	1217.7	15	2
RPAIN	0	0	2	5	201.63	403.26	15	2
RPAP1	0	0	16	11	1412.0700000000002	2824.1400000000003	15	2
RPAP2	0	0	2	3	593.01	1186.02	15	2
RPE65	0	0	4	17	528.66	1057.32	15	2
RPESL	0	0	1	1	259.38	518.76	15	2
RPGRIP1L	0	0	8	8	1271.16	2542.32	15	2
RPH3A	0	0	6	21	657.36	1314.72	15	2
RPH3AL	0	0	3	7	354.42	708.84	15	2
RPIA	0	0	0	4	233.64000000000001	467.28000000000003	15	2
RPL10A	0	0	1	10	247.5	495	15	2
RPL12	0	0	0	3	164.34	328.68	15	2
RPL13	0	0	0	3	209.88000000000002	419.76000000000005	15	2
RPL23	0	0	0	2	139.59	279.18	15	2
RPL23A	0	0	0	5	146.19	292.38	15	2
RPL26L1	0	0	0	3	144.54000000000002	289.08000000000004	15	2
RPL27	0	0	0	2	135.63	271.26	15	2
RPL29	0	0	0	2	71.28	142.56	15	2
RPL35A	0	0	0	2	109.89	219.78	15	2
RPL36A	0	0	0	3	81.84	163.68	15	2
RPL3L	0	0	2	4	403.92	807.84	15	2
RPL4	0	0	0	6	360.36	720.72	15	2
RPL5	0	0	0	2	294.03000000000003	588.0600000000001	15	2
RPL6	0	0	0	4	275.22	550.44	15	2
RPL7A	0	0	0	2	264.33	528.66	15	2
RPL7L1	0	0	0	4	245.52	491.04	15	2
RPL9	0	0	0	2	191.07000000000002	382.14000000000004	15	2
RPN2	0	0	3	8	637.5600000000001	1275.1200000000001	15	2
RPP14	0	0	1	2	126.72	253.44	15	2
RPP25	0	0	3	3	207.9	415.8	15	2
RPP30	0	0	4	5	349.47	698.94	15	2
RPP40	0	0	5	1	1253.3400000000001	2506.6800000000003	15	2
RPRD1B	0	0	0	3	312.18	624.36	15	2
RPRD2	0	0	14	30	1673.1000000000001	3346.2000000000003	15	2
RPRML	0	0	2	3	110.88000000000001	221.76000000000002	15	2
RPS10	0	0	2	2	171.27	342.54	15	2
RPS14	0	0	0	2	150.48000000000002	300.96000000000004	15	2
RPS2	0	0	0	7	284.13	568.26	15	2
RPS28	0	0	0	2	69.3	138.6	15	2
RPS4X	0	0	0	5	250.8	501.6	15	2
RPS6KA1L	0	0	1	6	782.4300000000001	1564.8600000000001	15	2
RPS6KB1	0	0	0	2	491.70000000000005	983.4000000000001	15	2
RPS6KL1	0	0	4	11	484.44	968.88	15	2
RPS8	0	0	0	2	206.91	413.82	15	2
RPUSD1	0	0	4	10	300.3	600.6	15	2
RPUSD4	0	0	3	0	342.21000000000004	684.4200000000001	15	2
RRAD	0	0	3	0	295.68	591.36	15	2
RRAGA	0	0	0	3	301.95	603.9	15	2
RRAS2	0	0	1	2	197.01000000000002	394.02000000000004	15	2
RRP12	0	0	14	23	1278.0900000000001	2556.1800000000003	15	2
RSL1D1	0	0	3	3	440.55	881.1	15	2
RSL24D1	0	0	2	0	186.45000000000002	372.90000000000003	15	2
RSPH10B	0	0	3	4	894.96	1789.92	15	2
RSPO1	0	0	1	3	258.39	516.78	15	2
RSPO4	0	0	1	6	221.76000000000002	443.52000000000004	15	2
RSPRY1	0	0	5	6	570.24	1140.48	15	2
RSRC2	0	0	0	2	364.32	728.64	15	2
RTCA	0	0	0	2	362.34000000000003	724.6800000000001	15	2
RTEL1	0	0	7	22	1477.41	2954.82	15	2
RTF1	0	0	0	4	645.8100000000001	1291.6200000000001	15	2
RTKN2	0	0	5	3	620.73	1241.46	15	2
RTN1	0	0	5	7	746.46	1492.92	15	2
RTN4R	0	0	3	3	481.14000000000004	962.2800000000001	15	2
RTN4RL1	0	0	1	5	441.21000000000004	882.4200000000001	15	2
RTP2	0	0	8	7	211.86	423.72	15	2
RUBCN	0	0	10	10	976.8000000000001	1953.6000000000001	15	2
RUFY1	0	0	6	8	688.0500000000001	1376.1000000000001	15	2
RUFY4	0	0	10	17	588.72	1177.44	15	2
RUNDC1	0	0	1	7	544.5	1089	15	2
RUSC1	0	0	7	8	1093.29	2186.58	15	2
RUSC2	0	0	8	5	1554.96	3109.92	15	2
RWDD3	0	0	3	0	249.48000000000002	498.96000000000004	15	2
RXFP1	0	0	1	2	623.7	1247.4	15	2
RXFP3	0	0	2	2	442.53000000000003	885.0600000000001	15	2
RXRA	0	0	1	23	458.04	916.08	15	2
RXRG	0	0	6	23	463.32000000000005	926.6400000000001	15	2
RYBP	0	0	0	3	227.70000000000002	455.40000000000003	15	2
RYR3	0	0	4	9	4764.54	9529.08	15	2
S100A11	0	0	0	2	100.98	201.96	15	2
S100A16	0	0	1	1	104.94000000000001	209.88000000000002	15	2
S100A4	0	0	2	2	98.01	196.02	15	2
S100A9	0	0	0	3	205.92000000000002	411.84000000000003	15	2
S100B	0	0	0	2	92.07000000000001	184.14000000000001	15	2
S100Z	0	0	3	0	99	198	15	2
S1PR1	0	0	0	5	376.20000000000005	752.4000000000001	15	2
SAFB	0	0	2	2	757.02	1514.04	15	2
SAFB2	0	0	2	0	234.96	469.92	15	2
SALL1	0	0	1	4	1296.9	2593.8	15	2
SALL4	0	0	6	4	1099.89	2199.78	15	2
SAMD11	0	0	4	15	758.34	1516.68	15	2
SAMD15	0	0	3	2	119.79	239.58	15	2
SAMD4A	0	0	2	3	585.09	1170.18	15	2
SAMD7	0	0	2	5	538.5600000000001	1077.1200000000001	15	2
SAMD8	0	0	2	2	411.84000000000003	823.6800000000001	15	2
SAP130	0	0	1	4	1049.4	2098.8	15	2
SAR1B	0	0	0	2	197.01000000000002	394.02000000000004	15	2
SARDH-VAV2	0	0	13	36	1750.65	3501.3	15	2
SARM1	0	0	7	14	708.51	1417.02	15	2
SART3	0	0	13	25	931.59	1863.18	15	2
SASH3	0	0	2	13	374.22	748.44	15	2
SASS6	0	0	3	3	635.58	1271.16	15	2
SAV1	0	0	1	4	381.15000000000003	762.3000000000001	15	2
SAXO2	0	0	4	5	464.31	928.62	15	2
SBDS	0	0	1	1	248.49	496.98	15	2
SBK3	0	0	2	1	416.46000000000004	832.9200000000001	15	2
SBNO1	0	0	1	12	1391.94	2783.88	15	2
SBNO2	0	0	3	17	1352.01	2704.02	15	2
SBSPONL	0	0	8	5	248.49	496.98	15	2
SC5D	0	0	2	7	286.11	572.22	15	2
SCAI	0	0	0	2	575.19	1150.38	15	2
SCAMP1	0	0	1	3	336.6	673.2	15	2
SCAMP2	0	0	1	7	358.38	716.76	15	2
SCAMP3	0	0	1	2	297.99	595.98	15	2
SCAMP4	0	0	0	3	227.70000000000002	455.40000000000003	15	2
SCAPER	0	0	8	5	1604.46	3208.92	15	2
SCARB1	0	0	2	3	468.27000000000004	936.5400000000001	15	2
SCARB2	0	0	1	2	477.18	954.36	15	2
SCARF1	0	0	11	33	816.09	1632.18	15	2
SCARF2	0	0	4	18	971.85	1943.7	15	2
SCD	0	0	3	2	357.39000000000004	714.7800000000001	15	2
SCD5	0	0	0	4	270.93	541.86	15	2
SCFD1	0	0	2	2	626.6700000000001	1253.3400000000001	15	2
SCFD2	0	0	7	6	416.13	832.26	15	2
SCFN	0	0	8	4	408.87	817.74	15	2
SCG2	0	0	4	4	621.72	1243.44	15	2
SCG3	0	0	5	5	436.92	873.84	15	2
SCHIP1	0	0	0	2	258.39	516.78	15	2
SCLT1	0	0	5	6	678.15	1356.3	15	2
SCLY	0	0	11	5	419.76000000000005	839.5200000000001	15	2
SCMH1	0	0	1	2	688.0500000000001	1376.1000000000001	15	2
SCN1A	0	0	3	2	1875.0600000000002	3750.1200000000003	15	2
SCN2A	0	0	0	5	1822.5900000000001	3645.1800000000003	15	2
SCN2B	0	0	0	5	185.13	370.26	15	2
SCN3A	0	0	2	1	1847.67	3695.34	15	2
SCN4A	0	0	1	10	1864.17	3728.34	15	2
SCN8A	0	0	3	15	1955.25	3910.5	15	2
SCN9A	0	0	1	7	1876.38	3752.76	15	2
SCNM1	0	0	3	5	233.31	466.62	15	2
SCNN1B	0	0	6	12	678.8100000000001	1357.6200000000001	15	2
SCNN1D	0	0	5	7	637.89	1275.78	15	2
SCNN1G	0	0	3	7	644.49	1288.98	15	2
SCOC	0	0	1	1	119.79	239.58	15	2
SCPEP1	0	0	1	4	391.38	782.76	15	2
SCRN2	0	0	9	6	419.76000000000005	839.5200000000001	15	2
SCRN3	0	0	3	2	416.79	833.58	15	2
SCT	0	0	8	5	841.5	1683	15	2
SCTR	0	0	1	1	446.49	892.98	15	2
SCUBE2	0	0	4	6	850.08	1700.16	15	2
SCUBE3	0	0	2	22	979.11	1958.22	15	2
SCYL3	0	0	11	14	742.5	1485	15	2
SDAD1	0	0	0	2	685.08	1370.16	15	2
SDC3	0	0	10	15	423.72	847.44	15	2
SDCCAG3	0	0	3	5	245.52	491.04	15	2
SDF2L1	0	0	1	1	202.95000000000002	405.90000000000003	15	2
SDF4	0	0	2	4	353.43	706.86	15	2
SDHC	0	0	3	3	138.6	277.2	15	2
SDK1	0	0	5	16	1922.5800000000002	3845.1600000000003	15	2
SDK2	0	0	17	59	2124.21	4248.42	15	2
SDPR	0	0	5	9	321.42	642.84	15	2
SDR42E1	0	0	5	3	437.25	874.5	15	2
SDR42E2	0	0	1	1	450.45000000000005	900.9000000000001	15	2
SDR42E2L	0	0	1	1	398.97	797.94	15	2
SDSL	0	0	7	5	305.91	611.82	15	2
SEBOX	0	0	5	5	76.56	153.12	15	2
SEC13	0	0	0	4	303.93	607.86	15	2
SEC14L1	0	0	1	4	708.84	1417.68	15	2
SEC14L5	0	0	1	6	654.39	1308.78	15	2
SEC16A	0	0	19	19	2421.54	4843.08	15	2
SEC16B	0	0	11	8	874.1700000000001	1748.3400000000001	15	2
SEC22A	0	0	1	2	305.91	611.82	15	2
SEC22B	0	0	0	3	213.84	427.68	15	2
SEC23IP	0	0	7	8	976.47	1952.94	15	2
SEC24A	0	0	2	8	1089.99	2179.98	15	2
SEC24B	0	0	3	1	600.6	1201.2	15	2
SEC24C	0	0	4	7	1135.53	2271.06	15	2
SEC24D	0	0	1	1	83.82000000000001	167.64000000000001	15	2
SEC31A	0	0	4	15	1095.93	2191.86	15	2
SEC31B	0	0	9	7	1192.95	2385.9	15	2
SEC61A1-SEC61A2	0	0	2	2	472.23	944.46	15	2
SEC62	0	0	1	4	396	792	15	2
SECISBP2	0	0	0	2	591.69	1183.38	15	2
SEL1L	0	0	0	2	782.1	1564.2	15	2
SEL1L3	0	0	1	3	1111.1100000000001	2222.2200000000003	15	2
SELE	0	0	3	5	284.46000000000004	568.9200000000001	15	2
SELENBP1	0	0	2	1	467.28000000000003	934.5600000000001	15	2
SELENBP1L3	0	0	3	2	588.0600000000001	1176.1200000000001	15	2
SELENOH	0	0	1	2	110.88000000000001	221.76000000000002	15	2
SELENON	0	0	1	1	517.77	1035.54	15	2
SELENOP1	0	0	2	1	255.42000000000002	510.84000000000003	15	2
SELENOP2	0	0	0	5	246.51000000000002	493.02000000000004	15	2
SELENOS	0	0	2	0	175.89000000000001	351.78000000000003	15	2
SEMA3F	0	0	3	14	749.4300000000001	1498.8600000000001	15	2
SEMA3G	0	0	7	22	752.4000000000001	1504.8000000000002	15	2
SEMA4B	0	0	6	13	693.99	1387.98	15	2
SEMA4D	0	0	4	7	811.8000000000001	1623.6000000000001	15	2
SEMA5B	0	0	3	8	1082.0700000000002	2164.1400000000003	15	2
SEMA6A	0	0	1	11	1031.25	2062.5	15	2
SEMA6B	0	0	4	6	399.96000000000004	799.9200000000001	15	2
SEMA6C	0	0	1	11	518.4300000000001	1036.8600000000001	15	2
SEMA6D	0	0	2	5	1078.1100000000001	2156.2200000000003	15	2
SEMA7A	0	0	4	8	627.6600000000001	1255.3200000000002	15	2
SENP1	0	0	7	35	1553.3100000000002	3106.6200000000003	15	2
SENP2	0	0	2	3	575.19	1150.38	15	2
SENP5	0	0	4	2	568.26	1136.52	15	2
SEPSECS	0	0	2	5	482.13	964.26	15	2
SEPT11	0	0	1	3	494.01000000000005	988.0200000000001	15	2
SEPT2	0	0	0	3	328.68	657.36	15	2
SEPT4	0	0	1	4	465.3	930.6	15	2
SEPT5	0	0	1	4	378.18	756.36	15	2
SEPT9	0	0	3	6	364.98	729.96	15	2
SERINC2	0	0	3	8	436.59000000000003	873.1800000000001	15	2
SERINC3	0	0	3	2	468.27000000000004	936.5400000000001	15	2
SERINC4	0	0	5	6	489.06	978.12	15	2
SERINC5	0	0	0	3	449.46000000000004	898.9200000000001	15	2
SERPINA10	0	0	1	1	450.45000000000005	900.9000000000001	15	2
SERPINC1	0	0	0	5	451.44	902.88	15	2
SERPIND1	0	0	2	0	484.11	968.22	15	2
SERPINE2	0	0	2	1	431.64000000000004	863.2800000000001	15	2
SERPINF1	0	0	2	10	413.82	827.64	15	2
SERPINF2	0	0	6	6	512.82	1025.64	15	2
SERPING1	0	0	4	6	371.91	743.82	15	2
SERPINI1	0	0	1	3	406.89000000000004	813.7800000000001	15	2
SESN2	0	0	3	9	422.73	845.46	15	2
SETBP1	0	0	3	2	1231.89	2463.78	15	2
SETD1B	0	0	14	31	1911.0300000000002	3822.0600000000004	15	2
SETD3	0	0	0	3	714.7800000000001	1429.5600000000002	15	2
SETD5	0	0	5	11	1441.44	2882.88	15	2
SETD7	0	0	0	5	350.13	700.26	15	2
SETD9	0	0	2	1	281.16	562.32	15	2
SETDB1	0	0	0	3	1266.21	2532.42	15	2
SETMAR	0	0	3	4	285.12	570.24	15	2
SETX	0	0	27	17	2758.1400000000003	5516.280000000001	15	2
SEZ6L	0	0	8	25	965.9100000000001	1931.8200000000002	15	2
SF3A3	0	0	0	3	474.21000000000004	948.4200000000001	15	2
SF3B1	0	0	0	7	1288.98	2577.96	15	2
SF3B3	0	0	4	1	592.6800000000001	1185.3600000000001	15	2
SF3B4	0	0	0	3	279.18	558.36	15	2
SFMBT1	0	0	1	5	859.32	1718.64	15	2
SFN	0	0	0	6	228.69	457.38	15	2
SFPQ	0	0	1	5	644.49	1288.98	15	2
SFR1	0	0	3	2	219.78	439.56	15	2
SFRP1	0	0	1	6	308.88	617.76	15	2
SFRP2	0	0	0	3	290.07	580.14	15	2
SFRP5	0	0	5	7	311.85	623.7	15	2
SFSWAP	0	0	6	3	935.5500000000001	1871.1000000000001	15	2
SFTPA2	0	0	2	2	217.8	435.6	15	2
SFXN3	0	0	1	4	303.27000000000004	606.5400000000001	15	2
SFXN4	0	0	3	3	316.8	633.6	15	2
SGCA	0	0	6	6	367.29	734.58	15	2
SGCB	0	0	0	6	312.84000000000003	625.6800000000001	15	2
SGK2	0	0	1	5	423.72	847.44	15	2
SGMS2	0	0	0	2	362.34000000000003	724.6800000000001	15	2
SGO2	0	0	10	6	997.9200000000001	1995.8400000000001	15	2
SGPL1	0	0	2	10	555.39	1110.78	15	2
SGPP2	0	0	5	2	320.43	640.86	15	2
SGSH	0	0	7	8	471.57000000000005	943.1400000000001	15	2
SGSM1	0	0	7	20	1090.65	2181.3	15	2
SGSM2	0	0	3	6	1049.4	2098.8	15	2
SGTA	0	0	1	4	299.64	599.28	15	2
SH2B2	0	0	11	19	660.33	1320.66	15	2
SH2B3	0	0	4	14	506.55	1013.1	15	2
SH2D1A	0	0	1	2	130.68	261.36	15	2
SH2D2A	0	0	8	5	304.59000000000003	609.1800000000001	15	2
SH2D4A	0	0	1	2	451.44	902.88	15	2
SH2D4B	0	0	2	2	440.88	881.76	15	2
SH2D5	0	0	5	6	296.01	592.02	15	2
SH3BGRL3	0	0	0	2	93.06	186.12	15	2
SH3BP2	0	0	1	2	568.26	1136.52	15	2
SH3BP4	0	0	2	8	998.9100000000001	1997.8200000000002	15	2
SH3D19	0	0	8	7	988.0200000000001	1976.0400000000002	15	2
SH3GL1	0	0	0	6	346.5	693	15	2
SH3GL2	0	0	1	1	350.46000000000004	700.9200000000001	15	2
SH3GLB1	0	0	1	1	343.2	686.4	15	2
SH3PXD2A	0	0	4	5	923.6700000000001	1847.3400000000001	15	2
SH3PXD2B	0	0	5	9	863.2800000000001	1726.5600000000002	15	2
SH3RF1	0	0	2	3	865.26	1730.52	15	2
SH3RF2	0	0	3	19	733.59	1467.18	15	2
SH3TC1	0	0	5	1	1320	2640	15	2
SH3TC2	0	0	19	10	1322.64	2645.28	15	2
SHANK2	0	0	1	6	1445.4	2890.8	15	2
SHB	0	0	6	1	493.68	987.36	15	2
SHC1	0	0	4	12	604.23	1208.46	15	2
SHC2	0	0	1	2	472.56	945.12	15	2
SHC4	0	0	1	1	623.7	1247.4	15	2
SHCBP1	0	0	8	7	660.33	1320.66	15	2
SHF	0	0	2	3	372.24	744.48	15	2
SHISA3	0	0	2	3	211.20000000000002	422.40000000000003	15	2
SHISA6	0	0	0	3	438.90000000000003	877.8000000000001	15	2
SHMT1	0	0	2	14	480.15000000000003	960.3000000000001	15	2
SHOC2	0	0	0	3	577.1700000000001	1154.3400000000001	15	2
SHPK	0	0	4	3	465.3	930.6	15	2
SHQ1	0	0	10	5	613.14	1226.28	15	2
SHROOM1	0	0	32	30	1305.8100000000002	2611.6200000000003	15	2
SHROOM3	0	0	11	20	1896.8400000000001	3793.6800000000003	15	2
SHTN1	0	0	2	0	620.73	1241.46	15	2
SI	0	0	3	3	1255.3200000000002	2510.6400000000003	15	2
SIDT2	0	0	2	18	812.7900000000001	1625.5800000000002	15	2
SIGIRR	0	0	3	11	411.84000000000003	823.6800000000001	15	2
SIGLEC1	0	0	50	55	1626.9	3253.8	15	2
SIGLEC15	0	0	0	3	303.93	607.86	15	2
SIGMAR1	0	0	0	3	211.20000000000002	422.40000000000003	15	2
SIK2	0	0	7	10	881.1	1762.2	15	2
SIK3	0	0	4	13	1246.41	2492.82	15	2
SIL1	0	0	12	7	445.5	891	15	2
SIMC1	0	0	11	14	677.1600000000001	1354.3200000000002	15	2
