gene	FR	FS	PR	PS	Tsil	Trepl	npop	nout	mk_pval	alpha	mk_pval_fdr	dos	total_poly	total_div
SEPT4	0	19	1	3	362.34	724.68	15	1	0.173913043478261	-Inf	1	-0.25	4	19
SEPT5	0	10	1	4	378.18	756.36	15	1	0.333333333333333	-Inf	1	-0.2	5	10
SEPT6	0	11	1	0	415.8	831.6	15	1	0.0833333333333334	-Inf	0.949431371776132	-1	1	11
SEPT7	4	10	2	2	412.83	825.66	15	1	0.568627450980392	-1.5	1	-0.214285714285714	4	14
SEPT9	2	7	2	5	317.79	635.58	15	1	1	-0.4	1	-0.0634920634920635	7	9
SERAC1	12	36	1	5	696.96	1393.92	15	1	1	0.4	1	0.0833333333333333	6	48
SERBP1	0	5	0	1	296.34	592.68	15	1	1	NA	1	0	1	5
SERHL2	10	11	3	6	288.09	576.18	15	1	0.690754622688656	0.45	1	0.142857142857143	9	21
SERINC1	0	24	0	3	457.38	914.76	15	1	1	NA	1	0	3	24
SERINC2	8	12	2	7	397.98	795.96	15	1	0.43108166196622	0.571428571428571	1	0.177777777777778	9	20
SERINC3	5	22	3	1	433.29	866.58	15	1	0.0431590656284761	-12.2	0.818982480424487	-0.564814814814815	4	27
SERINC4	17	29	4	5	417.12	834.24	15	1	0.718683671473716	-0.364705882352941	1	-0.0748792270531401	9	46
SERINC5	0	27	0	3	449.46	898.92	15	1	1	NA	1	0	3	27
SERPINA10	8	8	1	1	458.7	917.4	15	1	1	0	1	0	2	16
SERPINA3/4L	2	11	0	0	425.7	851.4	15	1	1	NA	1	NA	0	13
SERPINC1	5	24	0	5	451.44	902.88	15	1	1	1	1	0.172413793103448	5	29
SERPIND1	8	17	2	0	484.11	968.22	15	1	0.128205128205128	-Inf	1	-0.68	2	25
SERPINE2	0	9	2	1	430.98	861.96	15	1	0.0454545454545455	-Inf	0.822543273817637	-0.666666666666667	3	9
SERPINE3	24	13	6	6	396	792	15	1	0.497546681993718	0.458333333333333	1	0.148648648648649	12	37
SERPINF1	3	16	2	10	413.82	827.64	15	1	1	-0.0666666666666667	1	-0.0087719298245614	12	19
SERPINF2	24	17	6	6	512.82	1025.64	15	1	0.74322726952852	0.291666666666667	1	0.0853658536585366	12	41
SERPING1	7	9	3	6	260.04	520.08	15	1	0.691317808587966	0.357142857142857	1	0.104166666666667	9	16
SERPINH1	2	15	1	9	401.94	803.88	15	1	1	0.166666666666667	1	0.0176470588235294	10	17
SERPINI1	1	14	1	3	406.89	813.78	15	1	0.385964912280702	-3.66666666666667	1	-0.183333333333333	4	15
SERTAD2	3	4	1	5	313.83	627.66	15	1	0.559440559440559	0.733333333333333	1	0.261904761904762	6	7
SERTAD4	5	7	1	1	282.81	565.62	15	1	1	-0.4	1	-0.0833333333333333	2	12
SERTM1	0	7	1	0	106.92	213.84	15	1	0.125	-Inf	1	-1	1	7
SERTM2	1	2	0	1	92.07	184.14	15	1	1	1	1	0.333333333333333	1	3
SESN1	2	20	1	3	470.25	940.5	15	1	0.407692307692308	-2.33333333333333	1	-0.159090909090909	4	22
SESN2	2	14	2	8	427.02	854.04	15	1	0.625418060200669	-0.75	1	-0.075	10	16
SESN3	0	19	0	2	452.43	904.86	15	1	1	NA	1	0	2	19
SESTD1	2	19	0	1	689.04	1378.08	15	1	1	1	1	0.0952380952380952	1	21
SET	0	3	0	1	251.13	502.26	15	1	1	NA	1	0	1	3
SETBP1	23	39	3	2	1229.91	2459.82	15	1	0.368633025349443	-1.54347826086957	1	-0.229032258064516	5	62
SETD1B	17	62	14	29	1768.47	3536.94	15	1	0.197382635443924	-0.760649087221095	1	-0.110391521931116	43	79
SETD2	50	100	14	35	2103.09	4206.18	15	1	0.599802933174198	0.2	1	0.0476190476190476	49	150
SETD3	10	20	0	3	714.45	1428.9	15	1	0.536290322580645	1	1	0.333333333333333	3	30
SETD4	10	21	6	3	435.6	871.2	15	1	0.119811023216596	-3.2	1	-0.344086021505376	9	31
SETD5	3	35	5	11	1436.16	2872.32	15	1	0.0412561973805982	-4.3030303030303	0.798931947804628	-0.233552631578947	16	38
SETD7	1	21	0	5	350.13	700.26	15	1	1	1	1	0.0454545454545455	5	22
SETD9	11	14	1	1	240.9	481.8	15	1	1	-0.272727272727273	1	-0.06	2	25
SETDB1	14	48	0	3	1263.24	2526.48	15	1	1	1	1	0.225806451612903	3	62
SETDB2	62	50	6	9	966.57	1933.14	15	1	0.284570138961813	0.462365591397849	1	0.153571428571429	15	112
SETMAR	9	17	2	4	270.6	541.2	15	1	1	0.0555555555555556	1	0.0128205128205128	6	26
SETX	149	106	27	17	2744.28	5488.56	15	1	0.743249787419001	-0.129885511251481	1	-0.0293226381461675	44	255
SEZ6L	6	15	6	23	804.54	1609.08	15	1	0.738382178760644	0.347826086956522	1	0.0788177339901478	29	21
SF3A2	0	14	0	1	273.9	547.8	15	1	1	NA	1	0	1	14
SF3A3	0	25	0	3	474.21	948.42	15	1	1	NA	1	0	3	25
SF3B1	0	37	0	7	1279.74	2559.48	15	1	1	NA	1	0	7	37
SF3B3	0	1	4	1	446.82	893.64	15	1	0.333333333333333	-Inf	1	-0.8	5	1
SF3B4	0	5	0	1	136.95	273.9	15	1	1	NA	1	0	1	5
SF3B5	0	3	0	1	86.13	172.26	15	1	1	NA	1	0	1	3
SF3B6	0	9	0	2	124.74	249.48	15	1	1	NA	1	0	2	9
SFMBT1	3	36	1	5	859.32	1718.64	15	1	0.447961340984597	-1.4	1	-0.0897435897435897	6	39
SFMBT2	11	27	1	5	963.27	1926.54	15	1	1	0.509090909090909	1	0.12280701754386	6	38
SFN	0	1	0	6	232.98	465.96	15	1	1	NA	1	0	6	1
SFPQ	0	12	0	3	428.67	857.34	15	1	1	NA	1	0	3	12
SFR1	10	19	3	2	219.78	439.56	15	1	0.347561238571675	-1.85	1	-0.255172413793103	5	29
SFRP1	0	21	0	4	296.67	593.34	15	1	1	NA	1	0	4	21
SFRP2	1	12	0	3	274.23	548.46	15	1	1	1	1	0.0769230769230769	3	13
SFRP4	7	19	1	0	284.13	568.26	15	1	0.296296296296296	-Inf	1	-0.730769230769231	1	26
SFRP5	5	7	3	5	188.1	376.2	15	1	1	0.16	1	0.0416666666666667	8	12
SFSWAP	5	31	6	3	934.89	1869.78	15	1	0.00333505523224006	-11.4	0.408839692475765	-0.527777777777778	9	36
SFT2D1	4	4	0	1	169.95	339.9	15	1	1	1	1	0.5	1	8
SFT2D2	1	2	0	0	159.39	318.78	15	1	1	NA	1	NA	0	3
SFTPA1	4	5	1	0	151.47	302.94	15	1	1	-Inf	1	-0.555555555555556	1	9
SFTPA2	8	11	2	2	215.49	430.98	15	1	1	-0.375	1	-0.0789473684210527	4	19
SFXN1	2	6	0	0	319.77	639.54	15	1	1	NA	1	NA	0	8
SFXN3	5	6	0	3	209.55	419.1	15	1	0.258241758241758	1	1	0.454545454545455	3	11
SFXN4	16	20	3	3	301.62	603.24	15	1	1	-0.25	1	-0.0555555555555556	6	36
SGCA	3	2	4	3	120.78	241.56	15	1	1	0.111111111111111	1	0.0285714285714286	7	5
SGCB	0	17	0	6	304.92	609.84	15	1	1	NA	1	0	6	17
SGCD	10	8	3	0	295.02	590.04	15	1	0.257142857142857	-Inf	1	-0.444444444444444	3	18
SGCE	7	21	1	2	470.91	941.82	15	1	1	-0.5	1	-0.0833333333333333	3	28
SGCG	3	15	0	0	327.69	655.38	15	1	1	NA	1	NA	0	18
SGCZ	3	3	1	0	132	264	15	1	1	-Inf	1	-0.5	1	6
SGK1	0	11	0	4	402.6	805.2	15	1	1	NA	1	0	4	11
SGK2	4	21	1	5	423.72	847.44	15	1	1	-0.05	1	-0.00666666666666665	6	25
SGK3	1	15	1	5	486.09	972.18	15	1	0.480519480519481	-2	1	-0.104166666666667	6	16
SGMS1	7	18	0	1	497.97	995.94	15	1	1	1	1	0.28	1	25
SGMS2	1	10	0	2	361.35	722.7	15	1	1	1	1	0.0909090909090909	2	11
SGO1	41	13	7	3	593.34	1186.68	15	1	0.701056854606238	0.260162601626016	1	0.0592592592592593	10	54
SGO2	79	29	10	6	999.9	1999.8	15	1	0.383792591771264	0.388185654008439	1	0.106481481481482	16	108
SGPL1	7	30	2	10	555.39	1110.78	15	1	1	0.142857142857143	1	0.0225225225225225	12	37
SGPP2	5	24	5	2	329.01	658.02	15	1	0.0104795583922719	-11	0.585928868752023	-0.541871921182266	7	29
SGSH	7	12	6	8	401.28	802.56	15	1	1	-0.285714285714286	1	-0.0601503759398496	14	19
SGSM1	7	53	7	20	1083.72	2167.44	15	1	0.118540182768823	-1.65	1	-0.142592592592593	27	60
SGSM2	4	29	3	6	1040.16	2080.32	15	1	0.155460783188639	-2.625	1	-0.212121212121212	9	33
SGSM3	11	38	5	15	799.92	1599.84	15	1	1	-0.151515151515152	1	-0.0255102040816327	20	49
SGTA	1	25	1	4	276.87	553.74	15	1	0.301075268817204	-5.25	1	-0.161538461538462	5	26
SGTB	0	9	1	0	293.7	587.4	15	1	0.1	-Inf	0.971353639774823	-1	1	9
SH2B2	8	27	9	15	605.88	1211.76	15	1	0.253747171260986	-1.025	1	-0.146428571428571	24	35
SH2B3	3	11	4	11	436.92	873.84	15	1	1	-0.333333333333333	1	-0.0523809523809524	15	14
SH2D1A	4	10	1	2	130.68	261.36	15	1	1	-0.25	1	-0.0476190476190476	3	14
SH2D1B	6	7	0	2	133.65	267.3	15	1	0.485714285714286	1	1	0.461538461538462	2	13
SH2D2A	5	0	2	1	45.54	91.08	15	1	0.375	1	1	0.333333333333333	3	5
SH2D4A	7	27	1	2	451.44	902.88	15	1	0.52972972972973	-0.928571428571429	1	-0.127450980392157	3	34
SH2D4B	8	13	2	2	441.54	883.08	15	1	1	-0.625	1	-0.119047619047619	4	21
SH2D5	8	13	5	2	211.86	423.72	15	1	0.197705314009662	-3.0625	1	-0.333333333333333	7	21
SH3BGR	4	5	0	1	182.16	364.32	15	1	1	1	1	0.444444444444444	1	9
SH3BGRL2	1	1	1	1	105.27	210.54	15	1	1	0	1	0	2	2
SH3BGRL3	0	3	0	2	75.9	151.8	15	1	1	NA	1	0	2	3
SH3BP1	9	28	7	8	607.2	1214.4	15	1	0.183601574548339	-1.72222222222222	1	-0.223423423423423	15	37
SH3BP2	7	15	1	2	568.26	1136.52	15	1	1	-0.0714285714285714	1	-0.0151515151515151	3	22
SH3BP4	9	44	2	8	996.93	1993.86	15	1	1	-0.222222222222222	1	-0.030188679245283	10	53
SH3BP5	0	13	0	5	421.74	843.48	15	1	1	NA	1	0	5	13
SH3D19	25	13	8	7	988.68	1977.36	15	1	0.53123773637575	0.405714285714286	1	0.124561403508772	15	38
SH3GL1	1	13	0	6	330	660	15	1	1	1	1	0.0714285714285714	6	14
SH3GL2	0	6	0	2	383.13	766.26	15	1	1	NA	1	0	2	6
SH3GL3	3	8	1	0	335.61	671.22	15	1	0.333333333333333	-Inf	1	-0.727272727272727	1	11
SH3GLB1	0	11	1	1	337.92	675.84	15	1	0.153846153846154	-Inf	1	-0.5	2	11
SH3KBP1	10	17	1	4	639.54	1279.08	15	1	0.636749165739711	0.575	1	0.17037037037037	5	27
SH3PXD2A	6	40	4	5	924.66	1849.32	15	1	0.0467439558969065	-4.33333333333333	0.828231827900648	-0.314009661835749	9	46
SH3PXD2B	11	46	5	8	841.17	1682.34	15	1	0.156136284451036	-1.61363636363636	1	-0.191632928475034	13	57
SH3RF1	7	32	2	3	865.26	1730.52	15	1	0.267158252977878	-2.04761904761905	1	-0.220512820512821	5	39
SH3RF2	11	23	3	19	716.76	1433.52	15	1	0.205371784860086	0.669856459330143	1	0.18716577540107	22	34
SH3RF3	9	35	7	9	678.48	1356.96	15	1	0.100170622006868	-2.02469135802469	0.971912707092357	-0.232954545454545	16	44
SH3TC1	32	40	5	1	1280.73	2561.46	15	1	0.0961370280764656	-5.25	0.966978274069117	-0.388888888888889	6	72
SH3TC2	51	78	19	10	1316.04	2632.08	15	1	0.0132756820537008	-1.90588235294118	0.618176018064783	-0.259823576583801	29	129
SHANK2	12	39	1	6	1436.16	2872.32	15	1	1	0.458333333333333	1	0.092436974789916	7	51
SHB	19	15	7	0	458.37	916.74	15	1	0.0353334721113925	-Inf	0.788199921465956	-0.441176470588235	7	34
SHC1	1	20	4	10	505.56	1011.12	15	1	0.133603588062791	-7	1	-0.238095238095238	14	21
SHC2	2	19	0	2	287.76	575.52	15	1	1	1	1	0.0952380952380952	2	21
SHC4	27	38	1	1	623.7	1247.4	15	1	1	-0.407407407407407	1	-0.0846153846153846	2	65
SHCBP1	14	32	8	7	630.96	1261.92	15	1	0.130580696564505	-1.61224489795918	1	-0.228985507246377	15	46
SHF	4	13	0	2	321.42	642.84	15	1	1	1	1	0.235294117647059	2	17
SHH	5	9	0	0	323.4	646.8	15	1	1	NA	1	NA	0	14
SHISA2	0	8	0	2	160.71	321.42	15	1	1	NA	1	0	2	8
SHISA3	2	9	2	3	149.16	298.32	15	1	0.546703296703297	-2	1	-0.218181818181818	5	11
SHISA5	3	9	0	0	137.61	275.22	15	1	1	NA	1	NA	0	12
SHISA6	3	10	0	2	402.93	805.86	15	1	1	1	1	0.230769230769231	2	13
SHISA8	0	5	3	9	175.23	350.46	15	1	0.514705882352941	-Inf	1	-0.25	12	5
SHISA9	2	7	1	0	250.47	500.94	15	1	0.3	-Inf	1	-0.777777777777778	1	9
SHMT1	3	16	2	11	445.5	891	15	1	1	0.0303030303030303	1	0.0040485829959514	13	19
SHOC2	0	10	0	3	576.84	1153.68	15	1	1	NA	1	0	3	10
SHPK	9	24	4	3	465.3	930.6	15	1	0.186616182746214	-2.55555555555556	1	-0.298701298701299	7	33
SHPRH	28	69	3	9	1624.59	3249.18	15	1	1	0.178571428571429	1	0.038659793814433	12	97
SHQ1	20	32	10	5	617.1	1234.2	15	1	0.0772890343416346	-2.2	0.92272862957817	-0.282051282051282	15	52
SHROOM1	102	92	32	31	1288.98	2577.96	15	1	0.884784088241754	0.068943706514864	1	0.0178366879397808	63	194
SHROOM2	37	52	12	12	1766.49	3532.98	15	1	0.493321943684193	-0.405405405405405	1	-0.0842696629213483	24	89
SHROOM3	76	102	11	19	1889.25	3778.5	15	1	0.689583163564041	0.222991689750693	1	0.0602996254681648	30	178
SHTN1	8	10	2	0	581.13	1162.26	15	1	0.473684210526316	-Inf	1	-0.555555555555556	2	18
SI	44	29	3	3	1260.6	2521.2	15	1	0.681723321963162	0.340909090909091	1	0.102739726027397	6	73
SIAH3	2	8	2	1	207.9	415.8	15	1	0.202797202797203	-7	1	-0.466666666666667	3	10
SIDT1	4	25	3	10	766.92	1533.84	15	1	0.656654407938105	-0.875	1	-0.0928381962864722	13	29
SIDT2	4	10	1	15	651.75	1303.5	15	1	0.157088122605364	0.833333333333333	1	0.223214285714286	16	14
SIGIRR	11	16	3	11	411.84	823.68	15	1	0.3049227012544	0.603305785123967	1	0.193121693121693	14	27
SIGLEC1	50	39	34	31	1113.75	2227.5	15	1	0.743321099636672	0.144516129032258	1	0.0387208297320657	65	89
SIGLEC15	2	10	0	3	303.93	607.86	15	1	1	1	1	0.166666666666667	3	12
SIGMAR1	0	2	0	3	167.31	334.62	15	1	1	NA	1	0	3	2
SIIL	19	56	1	12	878.46	1756.92	15	1	0.282462868267563	0.754385964912281	1	0.176410256410256	13	75
SIK1	4	27	2	4	783.09	1566.18	15	1	0.244769836681602	-2.375	1	-0.204301075268817	6	31
SIK2	9	42	6	10	824.67	1649.34	15	1	0.165524982285333	-1.8	1	-0.198529411764706	16	51
SIK3	7	30	4	13	1240.8	2481.6	15	1	0.725734734549075	-0.318681318681319	1	-0.0461049284578696	17	37
SIL1	10	15	12	7	443.85	887.7	15	1	0.22314250965169	-1.57142857142857	1	-0.231578947368421	19	25
SIM1	8	28	2	2	685.41	1370.82	15	1	0.255881387460335	-2.5	1	-0.277777777777778	4	36
SIM2	7	20	1	3	817.08	1634.16	15	1	1	0.0476190476190477	1	0.00925925925925924	4	27
SIMC1	19	29	10	13	632.61	1265.22	15	1	0.800234703822978	-0.174089068825911	1	-0.0389492753623188	23	48
SIN3A	2	43	5	17	1261.92	2523.84	15	1	0.0340353590425612	-5.32352941176471	0.787252650978106	-0.182828282828283	22	45
SINHCAF	3	5	2	2	257.4	514.8	15	1	1	-0.666666666666667	1	-0.125	4	8
SIPA1L1	1	57	2	12	1768.14	3536.28	15	1	0.0946009389671361	-8.5	0.960983694935281	-0.125615763546798	14	58
SIPA1L2	2	55	1	6	1694.88	3389.76	15	1	0.297715053763441	-3.58333333333333	1	-0.107769423558897	7	57
SIRPA-TPPNR1L	17	12	14	8	269.94	539.88	15	1	0.778044116212857	-0.235294117647059	1	-0.0501567398119123	22	29
SIRT1	11	32	5	4	627.99	1255.98	15	1	0.113153266714784	-2.63636363636364	0.991849865569908	-0.299741602067183	9	43
SIRT3	2	18	2	1	329.67	659.34	15	1	0.0666290231507622	-17	0.884435842948953	-0.566666666666667	3	20
SIRT4	10	19	3	1	350.46	700.92	15	1	0.275659824046921	-4.7	1	-0.405172413793103	4	29
SIRT5	1	7	1	3	307.89	615.78	15	1	1	-1.33333333333333	1	-0.125	4	8
SIRT6	6	14	1	8	298.65	597.3	15	1	0.381639949256141	0.708333333333333	1	0.188888888888889	9	20
SIRT7	2	18	0	1	279.84	559.68	15	1	1	1	1	0.1	1	20
SIVA1	4	4	1	1	104.28	208.56	15	1	1	0	1	0	2	8
SIX2	1	12	0	2	268.29	536.58	15	1	1	1	1	0.0769230769230769	2	13
SKA2	4	5	2	0	215.82	431.64	15	1	0.454545454545455	-Inf	1	-0.555555555555556	2	9
SKA3	27	18	7	6	477.51	955.02	15	1	0.755445619266955	0.222222222222222	1	0.0615384615384615	13	45
SKAP1	7	6	1	4	261.36	522.72	15	1	0.313725490196079	0.785714285714286	1	0.338461538461538	5	13
SKAP2	1	9	0	0	324.72	649.44	15	1	1	NA	1	NA	0	10
SKI	7	3	3	1	356.4	712.8	15	1	1	-0.285714285714286	1	-0.05	4	10
SKIL	8	35	2	12	712.14	1424.28	15	1	1	0.270833333333333	1	0.0431893687707641	14	43
SKIV2L2	8	37	0	1	1006.17	2012.34	15	1	1	1	1	0.177777777777778	1	45
SKOR2	7	7	0	1	341.88	683.76	15	1	1	1	1	0.5	1	14
SKP1	1	6	0	0	176.22	352.44	15	1	1	NA	1	NA	0	7
SKP2	5	15	3	0	413.16	826.32	15	1	0.0316205533596838	-Inf	0.778718235934639	-0.75	3	20
SLA	3	9	1	5	275.22	550.44	15	1	1	0.4	1	0.0833333333333333	6	12
SLAIN1	3	12	0	1	442.53	885.06	15	1	1	1	1	0.2	1	15
SLAIN2	1	10	2	0	481.47	962.94	15	1	0.0384615384615385	-Inf	0.789311843512415	-0.909090909090909	2	11
SLAINL	10	25	5	5	652.41	1304.82	15	1	0.262943272854608	-1.5	1	-0.214285714285714	10	35
SLBP	2	9	2	1	235.62	471.24	15	1	0.175824175824176	-8	1	-0.484848484848485	3	11
SLC10A1	15	9	3	1	369.27	738.54	15	1	1	-0.8	1	-0.125	4	24
SLC10A2	4	15	0	1	362.34	724.68	15	1	1	1	1	0.210526315789474	1	19
SLC10A4	2	11	2	2	346.17	692.34	15	1	0.21890756302521	-4.5	1	-0.346153846153846	4	13
SLC10A7	6	9	1	1	343.2	686.4	15	1	1	-0.5	1	-0.1	2	15
SLC11A1-SLC11A2	12	12	0	11	551.43	1102.86	15	1	0.00547883772316149	1	0.467685236262114	0.5	11	24
SLC12A1	16	43	2	3	1184.04	2368.08	15	1	0.614751737553827	-0.791666666666667	1	-0.128813559322034	5	59
SLC12A3	26	43	22	16	979.11	1958.22	15	1	0.0669339408453765	-1.27403846153846	0.884435842948953	-0.202135774218154	38	69
SLC12A4	1	30	0	10	1077.78	2155.56	15	1	1	1	1	0.032258064516129	10	31
SLC12A5	0	50	1	17	1091.97	2183.94	15	1	0.264705882352941	-Inf	1	-0.0555555555555556	18	50
SLC12A7	5	34	1	5	1046.43	2092.86	15	1	1	-0.36	1	-0.0384615384615385	6	39
SLC12A8	18	38	4	4	723.69	1447.38	15	1	0.430250549554253	-1.11111111111111	1	-0.178571428571429	8	56
SLC12A9	8	41	9	27	806.85	1613.7	15	1	0.412823369865125	-0.708333333333333	1	-0.086734693877551	36	49
SLC13A1	4	17	0	4	598.95	1197.9	15	1	1	1	1	0.19047619047619	4	21
SLC13A2	11	27	1	4	591.03	1182.06	15	1	1	0.386363636363636	1	0.0894736842105263	5	38
SLC13A3	3	22	0	4	563.31	1126.62	15	1	1	1	1	0.12	4	25
SLC13A4	16	23	4	4	602.91	1205.82	15	1	0.707330238702054	-0.4375	1	-0.0897435897435898	8	39
SLC14A2Z	5	24	1	4	386.1	772.2	15	1	1	-0.2	1	-0.0275862068965517	5	29
SLC15A1	40	26	2	5	696.96	1393.92	15	1	0.126937276944144	0.74	1	0.32034632034632	7	66
SLC15A2	16	27	5	2	777.15	1554.3	15	1	0.115257337482129	-3.21875	1	-0.3421926910299	7	43
SLC15A4	6	28	1	3	554.4	1108.8	15	1	1	-0.555555555555556	1	-0.0735294117647059	4	34
SLC15A5	12	14	0	2	575.19	1150.38	15	1	0.492063492063492	1	1	0.461538461538462	2	26
SLC16A1	3	27	0	0	480.48	960.96	15	1	1	NA	1	NA	0	30
SLC16A12	9	16	2	0	481.14	962.28	15	1	0.156695156695157	-Inf	1	-0.64	2	25
SLC16A14	7	15	2	0	510.84	1021.68	15	1	0.130434782608696	-Inf	1	-0.681818181818182	2	22
SLC16A3	5	9	1	0	469.26	938.52	15	1	0.4	-Inf	1	-0.642857142857143	1	14
SLC16A4	16	17	6	2	519.75	1039.5	15	1	0.248780487804878	-2.1875	1	-0.265151515151515	8	33
SLC16A5	14	35	5	3	642.18	1284.36	15	1	0.101706762838838	-3.16666666666667	0.976611477696721	-0.339285714285714	8	49
SLC16A6	9	21	1	5	560.67	1121.34	15	1	0.654608911013086	0.533333333333333	1	0.133333333333333	6	30
SLC16A7	4	11	0	1	476.19	952.38	15	1	1	1	1	0.266666666666667	1	15
SLC16A8	5	20	4	9	538.56	1077.12	15	1	0.689282311373593	-0.777777777777778	1	-0.107692307692308	13	25
SLC16A9	11	15	1	1	502.92	1005.84	15	1	1	-0.363636363636364	1	-0.0769230769230769	2	26
SLC17A5	3	16	2	1	460.02	920.04	15	1	0.116883116883117	-9.66666666666667	1	-0.508771929824561	3	19
SLC17A6	1	20	0	0	539.22	1078.44	15	1	1	NA	1	NA	0	21
SLC17A8	8	23	2	3	644.49	1288.98	15	1	0.603439860792802	-0.916666666666667	1	-0.141935483870968	5	31
SLC17A9	1	16	1	4	413.16	826.32	15	1	0.411255411255411	-3	1	-0.141176470588235	5	17
SLC18A1	10	22	2	9	501.6	1003.2	15	1	0.698275697531118	0.511111111111111	1	0.130681818181818	11	32
SLC18A2	1	21	1	6	514.47	1028.94	15	1	0.431034482758621	-2.5	1	-0.0974025974025974	7	22
SLC18A3	2	29	1	5	376.2	752.4	15	1	0.421492921492921	-1.9	1	-0.102150537634409	6	31
SLC18B1	5	15	0	0	439.23	878.46	15	1	1	NA	1	NA	0	20
SLC19A1	14	22	4	6	409.53	819.06	15	1	1	-0.0476190476190477	1	-0.0111111111111111	10	36
SLC19A2	9	31	3	4	445.17	890.34	15	1	0.349615883698368	-1.58333333333333	1	-0.203571428571429	7	40
SLC19A3	9	16	2	2	431.97	863.94	15	1	0.622079070354932	-0.777777777777778	1	-0.14	4	25
SLC1A1	5	8	0	0	559.02	1118.04	15	1	1	NA	1	NA	0	13
SLC1A2	2	14	2	5	563.64	1127.28	15	1	0.557312252964427	-1.8	1	-0.160714285714286	7	16
SLC1A3	2	10	0	0	453.42	906.84	15	1	1	NA	1	NA	0	12
SLC1A4	3	15	2	1	388.74	777.48	15	1	0.12781954887218	-9	1	-0.5	3	18
SLC1A6	1	17	1	1	562.32	1124.64	15	1	0.194736842105263	-16	1	-0.444444444444444	2	18
SLC1A7	4	20	0	4	561.33	1122.66	15	1	1	1	1	0.166666666666667	4	24
SLC20A2	4	29	0	5	646.47	1292.94	15	1	1	1	1	0.121212121212121	5	33
SLC22A15	2	18	2	3	512.82	1025.64	15	1	0.166403162055336	-5	1	-0.3	5	20
SLC22A15L	5	21	3	1	432.3	864.6	15	1	0.0475095785440613	-11.6	0.828231827900648	-0.557692307692308	4	26
SLC22A16	13	12	1	6	568.92	1137.84	15	1	0.103749536522062	0.846153846153846	0.983379501385042	0.377142857142857	7	25
SLC22A18	6	17	0	4	410.85	821.7	15	1	0.545299145299145	1	1	0.260869565217391	4	23
SLC22A2	13	20	4	13	548.13	1096.26	15	1	0.351000212854229	0.526627218934911	1	0.158645276292335	17	33
SLC22A23	3	14	1	7	368.28	736.56	15	1	1	0.333333333333333	1	0.0514705882352941	8	17
SLC22A3	11	24	3	4	544.5	1089	15	1	0.668493911112653	-0.636363636363636	1	-0.114285714285714	7	35
SLC22A4	3	21	2	11	496.32	992.64	15	1	1	-0.272727272727273	1	-0.0288461538461539	13	24
SLC22A5	12	29	5	4	559.02	1118.04	15	1	0.242045619486958	-2.02083333333333	1	-0.262872628726287	9	41
SLC22A7	12	25	5	7	531.63	1063.26	15	1	0.728673957926183	-0.488095238095238	1	-0.0923423423423423	12	37
SLC23A1	5	14	4	16	414.81	829.62	15	1	0.716426555136233	0.3	1	0.0631578947368421	20	19
SLC23A2	1	18	0	1	652.41	1304.82	15	1	1	1	1	0.0526315789473684	1	19
SLC23A3	13	11	3	14	420.09	840.18	15	1	0.0250672007366438	0.818681318681319	0.761210061313465	0.365196078431372	17	24
SLC24A1	8	18	3	6	660.33	1320.66	15	1	1	-0.125	1	-0.0256410256410256	9	26
SLC24A3	4	16	0	0	554.73	1109.46	15	1	1	NA	1	NA	0	20
SLC24A5	14	16	6	0	499.95	999.9	15	1	0.0240107773314604	-Inf	0.748863261991544	-0.533333333333333	6	30
SLC25A1	1	13	1	5	278.52	557.04	15	1	0.521052631578947	-1.6	1	-0.0952380952380952	6	14
SLC25A10	0	14	0	4	226.05	452.1	15	1	1	NA	1	0	4	14
SLC25A13	16	36	8	9	847.44	1694.88	15	1	0.250837280935254	-1	1	-0.16289592760181	17	52
SLC25A14	0	9	0	2	221.1	442.2	15	1	1	NA	1	0	2	9
SLC25A15	3	16	1	9	298.98	597.96	15	1	1	0.407407407407407	1	0.0578947368421052	10	19
SLC25A16	1	6	1	0	288.09	576.18	15	1	0.25	-Inf	1	-0.857142857142857	1	7
SLC25A17	3	10	0	6	287.1	574.2	15	1	0.51702786377709	1	1	0.230769230769231	6	13
SLC25A19	3	10	1	1	317.46	634.92	15	1	0.476190476190476	-2.33333333333333	1	-0.269230769230769	2	13
SLC25A20	1	8	1	1	291.06	582.12	15	1	0.345454545454545	-7	1	-0.388888888888889	2	9
SLC25A21	5	5	0	0	248.49	496.98	15	1	1	NA	1	NA	0	10
SLC25A24	3	15	1	4	427.35	854.7	15	1	1	-0.25	1	-0.0333333333333334	5	18
SLC25A26	5	9	8	4	265.32	530.64	15	1	0.237743976309059	-2.6	1	-0.309523809523809	12	14
SLC25A29	1	13	0	3	287.76	575.52	15	1	1	1	1	0.0714285714285714	3	14
SLC25A3	0	9	0	1	320.1	640.2	15	1	1	NA	1	0	1	9
SLC25A30	4	15	0	2	257.4	514.8	15	1	1	1	1	0.210526315789474	2	19
SLC25A32	4	9	2	1	262.02	524.04	15	1	0.517857142857143	-3.5	1	-0.358974358974359	3	13
SLC25A33	0	8	0	2	317.79	635.58	15	1	1	NA	1	0	2	8
SLC25A34	2	6	4	2	158.73	317.46	15	1	0.277389277389277	-5	1	-0.416666666666667	6	8
SLC25A36	1	8	1	0	297.33	594.66	15	1	0.2	-Inf	1	-0.888888888888889	1	9
